Episode,Reward
546.0,-18.76741706335649
547.0,-18.759742892722926
548.0,-18.772145463795695
549.0,-18.77442400915774
550.0,-18.756679769066164
551.0,-18.719112971375502
552.0,-18.711921841661745
553.0,-18.734802623245127
554.0,-18.757454597012675
555.0,-18.73988005104255
556.0,-18.742481250532126
557.0,-18.765056438026807
558.0,-18.72740587364654
559.0,-18.720131814910072
560.0,-18.722930496760974
561.0,-18.685701191793363
562.0,-18.668844179875432
563.0,-18.642155738076678
564.0,-18.63573418069591
565.0,-18.63937683888895
566.0,-18.622983070500062
567.0,-18.64675323979506
568.0,-18.67028570739711
569.0,-18.683582850323138
570.0,-18.616747021819908
571.0,-18.62057955160171
572.0,-18.624373756085696
573.0,-18.60813001852484
574.0,-18.57204871833959
575.0,-18.546328231156195
576.0,-18.530864948844634
577.0,-18.495556299356185
578.0,-18.500600736362625
579.0,-18.495594728999
580.0,-18.47063878170901
581.0,-18.49593239389192
582.0,-18.500973069953
583.0,-18.51596333925347
584.0,-18.52080370586094
585.0,-18.48559566880233
586.0,-18.450739712114306
587.0,-18.44623231499316
588.0,-18.36176999184323
589.0,-18.368152291924797
590.0,-18.31447076900555
591.0,-18.301326061315496
592.0,-18.288312800702343
593.0,-18.29542967269532
594.0,-18.312475375968365
595.0,-18.29935062220868
596.0,-18.286357115986597
597.0,-18.27349354482673
598.0,-18.280758609378466
599.0,-18.287951023284684
600.0,-18.285071513051836
601.0,-18.28222079792132
602.0,-18.289398589942106
603.0,-18.296504604042685
604.0,-18.28353955800226
605.0,-18.27070416242224
606.0,-18.27799712079802
607.0,-18.225217149590037
608.0,-18.232964978094138
609.0,-18.240635328313196
610.0,-18.238228975030065
611.0,-18.185846685279763
612.0,-18.123988218426966
613.0,-18.1527483362427
614.0,-18.141220852880274
615.0,-18.139808644351472
616.0,-18.148410557907958
617.0,-18.126926452328878
618.0,-18.10565718780559
619.0,-18.104600615927534
620.0,-18.093554609768262
621.0,-18.07261906367058
622.0,-18.081892873033876
623.0,-18.00107394430354
624.0,-17.971063204860503
625.0,-17.9813525728119
626.0,-17.961539047083782
627.0,-17.951923656612944
628.0,-17.942404420046817
629.0,-17.93298037584635
630.0,-17.943650572087886
631.0,-17.924214066367007
632.0,-17.924971925703336
633.0,-17.8757222064463
634.0,-17.86696498438184
635.0,-17.88829533453802
636.0,-17.809412381192644
637.0,-17.821318257380717
638.0,-17.833105074806912
639.0,-17.824774024058843
640.0,-17.806526283818254
641.0,-17.788461020980073
642.0,-17.81057641077027
643.0,-17.79247064666257
644.0,-17.76454594019594
645.0,-17.726900480793983
646.0,-17.729631475986043
647.0,-17.742335161226183
648.0,-17.72491180961392
649.0,-17.757662691517783
650.0,-17.770086064602605
651.0,-17.76238520395658
652.0,-17.73476135191701
653.0,-17.73741373839784
654.0,-17.750039601013864
655.0,-17.712539205003726
656.0,-17.735413812953688
657.0,-17.75805967482415
658.0,-17.660479078075905
659.0,-17.643874287295148
660.0,-17.6374355444222
661.0,-17.611061188977978
662.0,-17.6249505770882
663.0,-17.608701071317316
664.0,-17.602614060604147
665.0,-17.606587919998105
666.0,-17.560522040798123
667.0,-17.524916820390143
668.0,-17.54966765218624
669.0,-17.56417097566438
670.0,-17.568529265907735
671.0,-17.562843973248658
672.0,-17.55721553351617
673.0,-17.551643378181012
674.0,-17.526126944399202
675.0,-17.52086567495521
676.0,-17.505657018205657
677.0,-17.5206004480236
678.0,-17.525394443543362
679.0,-17.51014049910793
680.0,-17.48503909411685
681.0,-17.44018870317568
682.0,-17.435786816143924
683.0,-17.451428947982485
684.0,-17.446914658502664
685.0,-17.422445511917637
686.0,-17.32822105679846
687.0,-17.244938846230475
688.0,-17.18248945776817
689.0,-17.18066456319049
690.0,-17.178857917558588
691.0,-17.137069338383
692.0,-17.115698644999167
693.0,-17.074541658549172
694.0,-17.07379624196368
695.0,-17.093058279544046
696.0,-17.102127696748603
697.0,-17.101106419781118
698.0,-17.10009535558331
699.0,-17.079094402027476
700.0,-17.078303458007202
701.0,-17.07752042342713
702.0,-17.076745219192862
703.0,-17.055977767000932
704.0,-17.075417989330923
705.0,-17.094663809437616
706.0,-17.08371717134324
707.0,-17.112879999629804
708.0,-17.111751199633506
709.0,-17.10063368763717
710.0,-17.1196273507608
711.0,-17.088431077253194
712.0,-17.09754676648066
713.0,-17.066571298815855
714.0,-17.075905585827698
715.0,-17.005146529969423
716.0,-16.99509506466973
717.0,-16.995144114023034
718.0,-16.935192672882803
719.0,-16.905840746153974
720.0,-16.946782338692433
721.0,-16.89731451530551
722.0,-16.888341370152453
723.0,-16.90945795645093
724.0,-16.92036337688642
725.0,-16.931159743117558
726.0,-16.941848145686382
727.0,-16.92242966422952
728.0,-16.893205367587225
729.0,-16.884273313911354
730.0,-16.85543058077224
731.0,-16.836876274964517
732.0,-16.778507512214873
733.0,-16.780722437092724
734.0,-16.802915212721796
735.0,-16.80488606059458
736.0,-16.796837199988634
737.0,-16.758868827988746
738.0,-16.76128013970886
739.0,-16.75366733831177
740.0,-16.696130664928653
741.0,-16.709169358279365
742.0,-16.732077664696572
743.0,-16.754756888049606
744.0,-16.697209319169108
745.0,-16.660237225977415
746.0,-16.683634853717642
747.0,-16.646798505180463
748.0,-16.600330520128658
749.0,-16.604327214927373
750.0,-16.5582839427781
751.0,-16.58270110335032
752.0,-16.546874092316816
753.0,-16.51140535139365
754.0,-16.516291297879715
755.0,-16.52112838490092
756.0,-16.51591710105191
757.0,-16.480757930041392
758.0,-16.475950350740977
759.0,-16.47119084723357
760.0,-16.436478938761233
761.0,-16.42211414937362
762.0,-16.347893007879883
763.0,-16.374414077801084
764.0,-16.380669937023075
765.0,-16.366863237652844
766.0,-16.333194605276315
767.0,-16.359862659223552
768.0,-16.406264032631316
769.0,-16.392201392305
770.0,-16.37827937838195
771.0,-16.42449658459813
772.0,-16.41025161875215
773.0,-16.416149102564628
774.0,-16.38198761153898
775.0,-16.358167735423592
776.0,-16.314586058069356
777.0,-16.26144019748866
778.0,-16.24882579551377
779.0,-16.266337537558634
780.0,-16.213674162183047
781.0,-16.24153742056122
782.0,-16.229122046355606
783.0,-16.21683082589205
784.0,-16.18466251763313
785.0,-16.1928158924568
786.0,-16.18088773353223
787.0,-16.15907885619691
788.0,-16.13748806763494
789.0,-16.16611318695859
790.0,-16.174452055089006
791.0,-16.182707534538117
792.0,-16.190880459192737
793.0,-16.14897165460081
